,Suburb,apartment_price,Num_sales_units,unit_1bed_Rent_today,unit_1bed_unit_avg,unit_1bed_2025_avg,unit_1bed_2026_avg,unit_1bed_2027_avg,unit_1bed_2028_avg,unit_1bed_2029_avg,unit_1bed_2030_avg,unit_1bed_avg_future_rent,unit_1bed_Price_change (%),unit_2bed_Rent_today,unit_2bed_unit_avg,unit_2bed_2025_avg,unit_2bed_2026_avg,unit_2bed_2027_avg,unit_2bed_2028_avg,unit_2bed_2029_avg,unit_2bed_2030_avg,unit_2bed_avg_future_rent,unit_2bed_Price_change (%),unit_3bed_Rent_today,unit_3bed_unit_avg,unit_3bed_2025_avg,unit_3bed_2026_avg,unit_3bed_2027_avg,unit_3bed_2028_avg,unit_3bed_2029_avg,unit_3bed_2030_avg,unit_3bed_avg_future_rent,unit_3bed_Price_change (%),apartment_ALL_avg_price_change(%),apartment_ALL_future_rent,apartment_Annual ROI (%),apartment_5yr ROI (%)
12,ARDEER,557500,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ASCOT VALE,500000,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ASHBURTON,1250000,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ASHWOOD,1120500,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,ASPENDALE,821900,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,AVONDALE HEIGHTS,675000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,BACCHUS MARSH,435000,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,BALACLAVA,530000,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,BALLAN,530000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,BALLARAT CENTRAL,362500,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,BALLARAT EAST,365000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,BALLARAT NORTH,410000,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,BALWYN NORTH,1312500,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,BARWON HEADS,890000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,BAXTER,592000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,BAYSWATER NORTH,645000,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,BEACONSFIELD,602500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,BEAUMARIS,1237500,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,BELL PARK,510000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,BELL POST HILL,400000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,BELLFIELD (BANYULE),912500,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,BELMONT,585000,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,BENTLEIGH EAST,985000,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,BERWICK,730000,24,,,,,,,,,,,505.11176381317705,505.11176381317705,527.3882717987265,571.9412877698253,631.3453090646237,690.7493303594222,750.1533516542206,787.2808649634696,637.7100256319236,20.792877089763714,566.2050680671239,566.2050680671239,593.4985636279582,655.3331527718423,746.1532139049962,842.2154551246977,940.7122971222516,1002.8695316112236,763.8553260328705,25.875352469197978,,,,
42,BITTERN,688500,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,BLACK HILL,376000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,BLACK ROCK,935000,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,BLACKBURN NORTH,818000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,BLACKBURN SOUTH,940000,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,BONBEACH,730500,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,BOX HILL NORTH,884000,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,BOX HILL SOUTH,925000,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,BRAYBROOK,627500,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,BRIAR HILL,730000,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,BRIGHT,600000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,BRIGHTON EAST,1312000,17,,,,,,,,,,,624.0,624.0,630.0,642.0,658.0,674.0,690.0,700.0,659.7142857142857,5.413598960588993,732.9981533996464,732.9981533996464,741.094289131829,755.7755199176892,779.7692486669695,798.4985590219277,817.2278693768859,828.9336883487348,779.1853325519547,5.927624304866986,,,,
58,BROADFORD,430000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,BROADMEADOWS,455500,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,BROOKLYN,590000,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,BROWN HILL,360000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,BRUNSWICK EAST,532500,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,BRUNSWICK WEST,430000,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,BULLEEN,884500,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,BUNDOORA,460000,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,BURWOOD,771000,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,BURWOOD EAST,605000,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,CAIRNLEA,411400,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,CALIFORNIA GULLY,445000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,CAMBERWELL,850000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,CANADIAN,380000,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,CANTERBURY,1216000,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,CAPEL SOUND,682500,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,CARLTON,358500,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,CAROLINE SPRINGS,460000,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,CARRUM,810000,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,CARRUM DOWNS,606000,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,CASTLEMAINE,522500,2,,,,,,,,,,,388.09829929887246,388.09829929887246,391.8848407824348,400.9562168906302,411.37564032015166,422.1574096107728,432.8397063792391,439.5357320709563,412.40683505043677,5.894309619914861,,,,,,,,,,,,,,
83,CAULFIELD EAST,360000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,CAULFIELD NORTH,631000,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,CAULFIELD SOUTH,1085000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,CHADSTONE,990000,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,CHELSEA,719800,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,CHELSEA HEIGHTS,858500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,CHELTENHAM EAST,755000,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,CHELTENHAM NORTH,730000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,CHIRNSIDE PARK,715000,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,CLARINDA,810000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,CLAYTON NORTH,445000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,CLAYTON SOUTH,500500,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,CLIFTON HILL,860000,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,CLIFTON SPRINGS,540000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,CLYDE NORTH,588000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,COBRAM,315000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,COBURG,713000,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,COBURG EAST,312500,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,COBURG NORTH,732500,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,COLAC,451000,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,COLLINGWOOD,630000,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,COWES,654300,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,COWES WEST,686300,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,CRANBOURNE,492100,24,,,,,,,,,,,456.1549075496663,456.1549075496663,465.3872688741658,496.0615872137223,531.0637703790542,566.5053565489392,601.8412664815443,623.9407028717081,534.4221228455428,14.645204970022755,544.5814481870354,544.5814481870354,565.1352894587826,606.242972002277,661.053215393603,715.8634587849289,770.6737021762548,804.9301042958335,666.9257414712449,18.34451509013833,,,,
111,CRANBOURNE EAST,565000,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,CRANBOURNE NORTH,457500,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,CRANBOURNE WEST,522500,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,CREMORNE,607500,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,CRIB POINT,476000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,CROYDON,702500,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,CROYDON NORTH,721800,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,CROYDON SOUTH,815000,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,DALLAS,465000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,DANDENONG NORTH,560000,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,DARLEY,410000,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,DEANSIDE,456000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,DEEPDENE,823500,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,DEER PARK,515000,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,DELAHEY,593500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,DIAMOND CREEK,750500,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,DINGLEY VILLAGE,697500,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,DONCASTER,590000,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,DONCASTER EAST,935000,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,DONVALE,710000,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,DOREEN,575000,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,DOVETON,530000,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,DROMANA,850000,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,DROUIN,440000,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,DRYSDALE,495000,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,EAGLEHAWK,367000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,EAST BENDIGO,540000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,EAST GEELONG,592500,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,EDITHVALE,900000,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,ELTHAM,775800,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,ENDEAVOUR HILLS,690000,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,EPPING,475000,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,ESSENDON NORTH,380000,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,ESSENDON WEST,865000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,EUMEMMERRING,577500,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,FAIRFIELD,630000,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,FAWKNER,595000,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,FERNTREE GULLY,688000,29,,,,,,,,,,,507.0579009515176,507.0579009515176,516.3702364103934,531.3181133969235,547.8896079064577,562.996561990522,577.6649377218587,586.7600786822072,547.1510624371257,7.327621974638,575.8885569299047,575.8885569299047,573.7834841252817,575.4559582749675,595.0655163986814,610.8509962479109,624.7214159181661,635.6009247814965,598.766693239487,3.8208765731115686,,,,
156,FISHERMANS BEND,870000,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,FITZROY NORTH,591800,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,FLEMINGTON,436800,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,FLORA HILL,440000,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,FOREST HILL,870000,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,FRANKSTON NORTH,605000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,FRANKSTON SOUTH,710500,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,GARDENVALE,1042500,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,GEELONG,630000,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,GEELONG WEST,335000,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,GISBORNE,555000,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,GLEN HUNTLY,618500,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,GLEN IRIS,640000,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,GLEN WAVERLEY,876000,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,GLENROY,575000,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,GOLDEN POINT (BALLARAT),375000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,GOLDEN SQUARE,482100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,GOWANBRAE,735000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,GREENSBOROUGH,730000,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,GREENVALE,572500,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,GROVEDALE,485000,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,HADFIELD,506300,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,HALLAM,502500,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,HAMILTON,364500,2,250.02346458043,250.02346458043,253.75702552010006,257.55867662045887,264.5564381930522,271.6969014867287,278.86528478017885,283.342078216043,265.6856956281417,5.895022316004854,302.38149035045586,302.38149035045586,305.08194653094904,310.8641746894783,319.1208078215892,327.3774409537001,335.634074085811,340.7944697933803,320.1792006036234,5.55867158754039,,,,,,,,,,,,,,
183,HAMLYN HEIGHTS,550000,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,HAMPTON,857500,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,HAMPTON EAST,980500,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,HAMPTON PARK,572900,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,HARKNESS,410000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,HASTINGS,525000,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,HAWTHORN EAST,594600,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,HEALESVILLE,580000,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,HEATHERTON,275000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,HEATHMONT,851300,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,HEIDELBERG,631000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,HEIDELBERG HEIGHTS,720000,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,HEIDELBERG WEST,697500,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,HERNE HILL,505000,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,HIGHETT,670000,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,HIGHTON,520500,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,HILLSIDE (MELTON),577000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,HOPPERS CROSSING,438000,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,HUGHESDALE,535000,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,INVERLOCH,560000,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,IVANHOE,715000,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,IVANHOE EAST,827500,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,JACANA,488500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,JOLIMONT,1350000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,KANGAROO FLAT,430000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,KEILOR,610000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,KEILOR DOWNS,613000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,KEILOR EAST,635000,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,KENNINGTON,515000,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,KENSINGTON,481000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,KERANG,262500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,KEW NORTH,1022500,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,KEYSBOROUGH,730000,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,KILMORE,402500,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,KILSYTH,732500,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,KINGSBURY,475000,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,KINGSVILLE,395000,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,KNOXFIELD,752000,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,KOO WEE RUP,550000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,KOOYONG,667500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,KORUMBURRA,420000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,KURUNJANG,470000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,KYABRAM,320000,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,KYNETON,520000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,LAKE WENDOUREE,502500,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,LAKES ENTRANCE,494000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,LALOR,557500,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,LANGWARRIN,625000,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,LARA,422500,8,,,,,,,,,,,410.2153697218183,410.2153697218183,419.23671189571263,433.6560162578959,452.4255269183498,471.90302115790354,491.3365142382149,503.48244741340943,454.6079439433292,9.76502386571687,487.5260296791343,487.5260296791343,492.5707474891972,502.66009345017744,516.1125480423893,529.5650025601591,,,505.68688424421146,3.5913240249883036,,,,
235,LARA LAKE,445000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,LAVERTON,564000,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,LAVERTON SOUTH,547500,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,LEONGATHA,405000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,LEOPOLD,450000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,LILYDALE,622300,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,LONG GULLY,400000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,LONGWARRY,500000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,LORNE,1550000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,LOWER PLENTY,725000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,MACLEOD,650000,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,MAIDSTONE,635000,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,MANIFOLD HEIGHTS,443300,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,MANSFIELD,475000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,MARIBYRNONG,492500,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,MARYBOROUGH,301000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,MCCRAE,738000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,MCKINNON,744000,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,MEADOW HEIGHTS,497500,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,MELBOURNE,530000,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,MELTON SOUTH,415000,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,MELTON WEST,467500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,MENTONE,710000,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,MERINDA PARK,501000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,MERNDA,400000,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,MICKLEHAM,597000,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,MIDDLE PARK,1067500,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,MILL PARK,624800,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,MITCHAM,897300,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,MOE,204500,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,MONT ALBERT,800000,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,MONT ALBERT NORTH,1295000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,MONTMORENCY,840000,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,MOONEE PONDS,502000,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,MOORABBIN,725000,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,MOOROOLBARK,707500,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,MOOROOPNA,223800,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,MORDIALLOC,755000,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,MORNINGTON,724500,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,MORWELL,232500,14,263.7953491912168,263.7953491912168,269.48837297804187,280.87442055169214,296.05581731655917,311.2372140814262,326.41861084629323,335.9069838243352,297.68239554136636,11.383624580325764,306.9880181148873,306.9880181148873,314.2427833672135,331.15555981445686,352.9438106328579,374.7754079416027,396.6072178231526,410.25209964883874,355.2806996204299,13.592824365955394,,,,,,,,,,,,,,
279,MOUNT CLEAR,408000,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,MOUNT ELIZA,721000,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,MOUNT EVELYN,810000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,MOUNT MARTHA,850000,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,MOUNT PLEASANT,369000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,MOUNT WAVERLEY,1070000,31,,,,,,,,,,,518.6341085366581,518.6341085366581,517.5033401709957,520.0125361314099,532.3383790596714,545.2899243118596,558.110661465874,566.1083613779115,536.8567587220543,3.394322580342253,695.7778804865335,695.7778804865335,714.6999778649562,740.1627995379296,764.6263829308508,791.6132880101187,811.39459520056,828.6774357881192,763.8503371170098,8.911753169789941,,,,
285,MULGRAVE,827500,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,MURRUMBEENA,493000,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,NARRE WARREN,601500,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,NARRE WARREN SOUTH,667500,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,NEWBOROUGH,195000,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,NEWCOMB,492500,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,NEWPORT,880000,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,NEWTOWN (GREATER GEELONG),550000,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,NIDDRIE,662500,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
