StopName,StopType,Latitude,Longitude
Essex Park Dr/Power Rd,Metro Bus,-37.97136698,145.242553735
Essex Rd/Huntingdale Rd,Metro Bus,-37.86208992,145.11288415
Essex Rd/Kent Rd,Metro Bus,-37.828507815,145.092243315
Essex St/Ashley St,Metro Bus,-37.7918454,144.8635558
Essex St/Derby St,Metro Bus,-37.72747258,144.94655442
Essex St/Gordon St,Metro Bus,-37.79656653,144.88848381
Essex St/Marchiori Rd,Metro Bus,-37.81024024,145.16393538
Essex St/Stud Rd,Metro Bus,-37.95310883,145.22694132
Estella St/Albion Rd,Metro Bus,-37.861941715,145.06462927500002
Estelle St/Huntingdale Rd,Metro Bus,-37.893196665,145.10685334
Ester Dr/Woolnough Dr,Metro Bus,-37.656724065,145.042153075
Ester St/Henry St,Metro Bus,-37.70587408,145.10042855
Esther St/High St,Metro Bus,-37.74809461,145.00228864
Ethel St/Boronia Rd,Metro Bus,-37.86305199,145.29400996
Ethel St/Glenlyon Rd,Metro Bus,-37.77295982,144.9749282
Etna Ct/Longford Cres,Metro Bus,-37.66180218,144.92745599
Eton St/Albert St,Metro Bus,-37.74388095,145.02228501
Eton St/Stephensons Rd,Metro Bus,-37.860414485,145.131858345
Etzel St/Clydesdale Rd,Metro Bus,-37.721963925,144.87925337000001
Eucalypt Ave/Williamsons Rd,Metro Bus,-37.77097885,145.12869041
Eucalyptus Pde/Hayes Hill Bvd ,Metro Bus,-37.53726949,144.99394048
Eucalyptus Pde/Olivine Bvd,Metro Bus,-37.54331348,144.99322389
Eulinga Ave/Station St,Metro Bus,-38.01738548,145.09555734
Eulinga Rd/Centre Rd,Metro Bus,-37.92672146,145.10382647
Eumarella St/Sharps Rd,Metro Bus,-37.70807432,144.87711423
Eumeralla Rd/Narrawong Rd,Metro Bus,-37.897865315000004,145.03137378
Eurabbie Ct/Beard St,Metro Bus,-37.70872969,145.16115738
Eustace St/Blackburn Rd,Metro Bus,-37.83004119,145.15423557999998
Euston Ave/Park Rd,Metro Bus,-37.780902420000004,145.223649465
Eva Ct/Kent Ave,Metro Bus,-37.78753866,145.27603408
Eva St/Centre Rd,Metro Bus,-37.92767082,145.11242598
Evadene Dr/Babele Rd,Metro Bus,-37.849255875,144.660577915
Evan St/Mansfield St,Metro Bus,-38.03302869,145.3426107
Evans Gr/Warburton Hwy,Metro Bus,-37.77158844,145.41406633
Evans Rd/Central Parkway,Metro Bus,-38.09459559,145.25592407
Evans Rd/Cranbourne-Frankston Rd ,Metro Bus,-38.10936479,145.25342861
Evans Rd/South Gippsland Hwy,Metro Bus,-38.058165875,145.262641945
Evans Rd/Thompsons Rd,Metro Bus,-38.079894,145.25934028
Evans St/Ballarat Rd,Metro Bus,-37.78071858,144.86220719
Evans St/Bridge St,Metro Bus,-37.83418498,144.94058784
Evans St/Highbury Rd,Metro Bus,-37.85435632,145.1021474
Evans St/Macedon St,Metro Bus,-37.577496,144.732241795
Evans St/Pearcedale Rd,Metro Bus,-38.19949803,145.23586052
Evans St/South Gippsland Hwy,Metro Bus,-38.21061865,145.37767463
Evans St/Stud Rd,Metro Bus,-37.891457935,145.2329246
Evelyn Cres/Glengala Rd,Metro Bus,-37.78763013,144.80293851
Evelyn St/Princes Hwy,Metro Bus,-37.91727263,145.13171182
Everard Dr/Yarra St,Metro Bus,-37.74340357,145.21059834
Everard Rd/Maroondah Hwy,Metro Bus,-37.80179563,145.24882951
Everard Rd/Pearson Rd,Metro Bus,-37.58854844,145.08727683
Everard Rd/pearson Rd,Metro Bus,-37.58849146,145.08709708
Everard St/Essex St,Metro Bus,-37.7960492,144.885517445
Everard St/Morley St,Metro Bus,-37.6987281,144.93745784
Everglade Ave/Parkmore Rd,Metro Bus,-37.841784669999996,145.17684707
Evergreen Ave/Oakwood Rd,Metro Bus,-37.7442098,144.77018938
Evergreen Ct/Hume Dr,Metro Bus,-37.70960081,144.76614559
Evergreen Dr/Ballan Rd,Metro Bus,-37.880989854999996,144.620850705
Evergreen Way/Centre Rd,Metro Bus,-38.1474064,145.210550355
Everitt St/South St,Metro Bus,-37.7142796,144.94089499
Everton Cl/Haverbrack Dr,Metro Bus,-37.92704035,145.201906335
Evesham St/Mountainview Bvd,Metro Bus,-38.084157105,145.320044365
Evesham St/Nepean Hwy,Metro Bus,-37.969981794999995,145.06123185
Evolve Esp/Contempo Bvd,Metro Bus,-37.61066544,145.01425299
Evolve Esp/Craigieburn Rd,Metro Bus,-37.60696616,145.01560311
Evrah Dr/Hogans Rd,Metro Bus,-37.86416837,144.69799123
Evrah Dr/Morris Rd,Metro Bus,-37.85832929,144.704924195
Ewen St/Lower Dandenong Rd,Metro Bus,-37.98466094,145.09286275
Ewing St/Brunswick Rd,Metro Bus,-37.777835395,144.96656924500002
Ewing St/Glenlyon Rd,Metro Bus,-37.77232561,144.96792931
Excelsior Dr/Monterey Bvd,Metro Bus,-38.12382375,145.162455325
Exell Ct/Wallace Rd,Metro Bus,-37.87644177,145.24361835
Exeter Rd/Lyons Rd,Metro Bus,-37.769326895,145.28883766500002
Exeter Rd/Maroondah Hwy,Metro Bus,-37.77046044,145.29553836
Exeter Rd/Patrick Ave,Metro Bus,-37.77025961,145.28728346999998
Exeter St/East St,Metro Bus,-37.71174231,144.94991545
Exford Rd/Bridge Rd,Metro Bus,-37.714438075000004,144.573946965
Exford St/Longford Cres,Metro Bus,-37.66384903,144.92905984
Exhibition Building/Rathdowne St,Metro Bus,-37.804557245,144.96928933
Exhibition St/Lonsdale St,Metro Bus,-37.81013564,144.969556775
Exner Dr/Brady Rd,Metro Bus,-37.95421035,145.213974135
Explorers Pl/Grand Bvd,Metro Bus,-37.578483289999994,144.93240698
Extons Rd/Whittlesea-Kinglake Rd,Metro Bus,-37.50811727,145.3140356
Eycot St/Watermoor Ave,Metro Bus,-37.83702388,145.30391646
Eye & Ear Hospital/Victoria Pde,Metro Bus,-37.80860477,144.97721467
Eynon Ct/Prince Of Wales Ave,Metro Bus,-37.65777501,145.04520311
Eyre Rd/Kooyong Rd,Metro Bus,-37.875707254999995,145.016990845
Eyre St/Burke Rd,Metro Bus,-37.58182183,144.71194895
Ezio Ct/Aqueduct Rd,Metro Bus,-37.68145453,145.12937751
FG Tricks Reserve/Bluff Rd,Metro Bus,-37.96516196,145.01833715499998
Facey Rd/South Gippsland Hwy,Metro Bus,-38.15279053,145.31624535
Fadden St/Menzies Ave,Metro Bus,-37.964494545,145.20667889499998
Fair Lane/Bayswater Rd,Metro Bus,-37.82127671,145.26903492
Fairbairn Rd/Mayne St,Metro Bus,-37.792865115,144.8203567
Fairbairn Rd/Sladen St,Metro Bus,-38.1113672,145.27060379
Fairbairn Rd/Wright St,Metro Bus,-37.79470676,144.81712851
Fairbank Rd,Metro Bus,-37.94073361,145.12003448
Fairbank Rd/Jasper Rd,Metro Bus,-37.93228608,145.03922813
Fairbank Rd/Westall Rd,Metro Bus,-37.94463084,145.13956535
Faircroft Dr/Black Dog Dr,Metro Bus,-37.692836305,144.55620098499998
Fairdale Ct/Wycliffe Cres,Metro Bus,-37.71180213,145.15937981
Fairfield Community Centre/Station St,Metro Bus,-37.77667332,145.01841399
Fairfield Station/Station St,Metro Bus,-37.77995526,145.017974365
Fairfield Station/Wingrove St,Metro Bus,-37.778906434999996,145.01776961500002
Fairhaven Bvd/Evans Rd,Metro Bus,-38.091971475,145.25580969499998
Fairhills High School/Scoresby Rd,Metro Bus,-37.87292758,145.25942508
Fairhills PS/Manuka Dr,Metro Bus,-37.869606759999996,145.26401082
Fairholme Bvd/Melville Park Dr,Metro Bus,-38.04105217,145.3498594
Fairland Ave/Clayton Rd,Metro Bus,-37.902671485,145.12394351
Fairleigh St/Box Forest Rd,Metro Bus,-37.703870394999996,144.95406257000002
Fairmount Rd/Auburn Rd,Metro Bus,-37.83475785,145.04284731
Fairview Ave/Argus St,Metro Bus,-37.9590608,145.064859685
Fairview Pde/Baden Powell Dr,Metro Bus,-37.841995780000005,144.700283155
Fairview Rd/Huntingdale Rd,Metro Bus,-37.86662741,145.11204086
Fairview St/Springvale Rd,Metro Bus,-37.93488221,145.15543933
Fairway Nursing Home/Bluff Rd,Metro Bus,-37.960110345,145.01937214
Fairways Bvd/Aitken Bvd,Metro Bus,-37.606568515,144.911392585
Faith St/Mountain Gate Dr,Metro Bus,-37.89082977,145.27255868
Falcon St/Victoria Dr,Metro Bus,-37.6792621,144.99066596
Falkiner St/Main Rd,Metro Bus,-37.73165603,145.14101656
Fallon St/Dawson St,Metro Bus,-37.77077591,144.9554496
Falls Rd/Mt Dandenong Tourist Rd,Metro Bus,-37.82589313,145.363735835
Falls Rd/Pack Rd,Metro Bus,-37.51088341,145.74713567
Falls Rd/Ridge Rd,Metro Bus,-37.82336252,145.36127515
Family St/Leakes Rd,Metro Bus,-37.83092751,144.66469048
Fankhauser Dr/Burwood Hwy,Metro Bus,-37.8555388,145.17638324
Fanny St/Wilson St,Metro Bus,-37.76340935,144.93250647
Faraday St/Lygon St,Metro Bus,-37.7989526,144.96723955
Farleigh Ave/Station St,Metro Bus,-37.84570805,145.120882
Farm Rd/Centre Rd,Metro Bus,-37.92538207,145.09399719
Farm Rd/Warrigal Rd,Metro Bus,-37.96268373,145.07503161
Farmhouse Bvd/Greenfields Dr,Metro Bus,-37.62643226,145.01560107
Farnham Cres/Manning Clark Rd,Metro Bus,-37.65186017,145.05866529
Farnham Cres/The Fred Hollows Way,Metro Bus,-37.653700470000004,145.06041964000002
Farnsworth Ave/Droop St,Metro Bus,-37.79318098,144.89417877
Farrants Rd/Diggers Rd,Metro Bus,-37.96038643,144.68493959
Farrell St/Williamstown Rd,Metro Bus,-37.8327292,144.93721964
Farrer Cl/James Cook Dr,Metro Bus,-37.6795607,145.1625355
Farrer Ct/Highfield Ave,Metro Bus,-37.77187403,145.24481262
Farringdon Rd/Mt Dandenong Tourist Rd,Metro Bus,-37.817760129999996,145.37320843999998
Fastnet Dr/Parmelia Dr,Metro Bus,-37.7053122,144.786492295
Faulkner St/Blackburn Rd,Metro Bus,-37.83848474,145.15591715
Fauna Ave/Badger Creek Rd,Metro Bus,-37.68352261,145.5352264
Favril St/Ludstone St,Metro Bus,-37.933364185,145.0063287
Fawkner Cres/Buckley St,Metro Bus,-37.75083874,144.86286321
Fawkner Cres/Rachelle Rd,Metro Bus,-37.7487227,144.8716687
Fawkner Leisure Centre/Jukes Rd,Metro Bus,-37.702015865,144.96850125999998
Fawkner Memorial Park/Box Forest Rd,Metro Bus,-37.704129945000005,144.956556475
Fawkner Park/Commercial Rd ,Metro Bus,-37.84535551,144.98356352
Fawkner Police Station/Sydney Rd,Metro Bus,-37.71763106,144.96261797
Fawkner St/Barkly St,Metro Bus,-37.86455283,144.98159669
Fawkner St/Buckley St,Metro Bus,-37.75463627,144.89560137
Fawkner St/Chisholm St,Metro Bus,-37.76037213,144.89584745
Fawkner Station/Sydney Rd,Metro Bus,-37.714324765,144.96215835499999
Fay St/Barries Rd,Metro Bus,-37.68855796,144.57637263
Fearon Reserve/Osborne St,Metro Bus,-37.86574002,144.8950361
Featherbrook Cct/Arbourlea Bvd,Metro Bus,-38.081882054999994,145.329873115
Featherby Way/Victoria St,Metro Bus,-37.88874714,144.77817245
Featherhead Way/Scarlet Oak Ave,Metro Bus,-37.6597691,144.57123378
Feathertop Dr/Honour Ave,Metro Bus,-37.89094851,144.62493051
Featherwood Cres/Highlander Dr,Metro Bus,-37.56952119,144.89698472
Featherwood Dr/Frontier Ave,Metro Bus,-37.72638271,144.67131444
Federation Bvd/Forsyth Rd,Metro Bus,-37.861374335,144.731375615
Federation University Berwick/Clyde Rd,Metro Bus,-38.040226700000005,145.34211227499998
Federation Way/Centre Dandenong Rd,Metro Bus,-37.97141172,145.1038838
Felgate Pde/Hanover Rd,Metro Bus,-37.85133337,145.18709091
Felix Cres/Kubba Rd,Metro Bus,-37.801517005,145.217045145
Felix Way/Hummingbird Bvd,Metro Bus,-37.835536020000006,144.660341125
Fellows St/Princess St,Metro Bus,-37.80007399,145.0300434
Felstead Ave/Fairbairn Rd,Metro Bus,-37.80239376,144.81859444
Fenfield St/Civic Pde,Metro Bus,-37.86287322,144.8129361
Fenland Pl/Keylana Dr,Metro Bus,-38.004339695,145.155664685
Fenton St/Mt Dandenong Tourist Rd,Metro Bus,-37.83892243,145.35773762
Fenton St/North Rd,Metro Bus,-37.91219501,145.11002341
Fenton St/Princes Hwy,Metro Bus,-37.90398489,145.11056331
Fenwick St/Chadstone Rd,Metro Bus,-37.882099505,145.07910450999998
Fenwick St/Heidelberg Rd,Metro Bus,-37.78586512,144.9992053
Fenwick St/Rathdowne St,Metro Bus,-37.787602254999996,144.97220634500002
Feodore St/Booran Rd,Metro Bus,-37.900505895,145.03542607999998
Ferdinando Gardens/Beach Rd,Metro Bus,-37.93995237,144.99973298
Ferguson St/Melbourne Rd,Metro Bus,-37.85781201,144.89364769
Ferguson Street Pier/Ferguson St,Metro Bus,-37.859328585,144.901362
Fern Gr/Canterbury Jetty Rd,Metro Bus,-38.37269672,144.78702507
Fern St/Huntingdale Rd,Metro Bus,-37.89931805,145.10559903
Fernbrook Rd/Mt Dandenong Tourist Rd,Metro Bus,-37.88585259,145.34001423
Ferncroft Ave/Wattletree Rd,Metro Bus,-37.865930094999996,145.057010955
Ferndale Ave/Glenfern Rd,Metro Bus,-37.91860346,145.33115567
Ferndale Rd/Glen Iris Rd,Metro Bus,-37.85461737,145.06723609
Ferndale Rd/Monbulk Rd,Metro Bus,-37.84040143,145.426105715
Fernery Lane/Nepean Hwy,Metro Bus,-38.149969035,145.114874415
Fernhill Ct/Evergreen Ave,Metro Bus,-37.74345788,144.76712522
Fernhill Rd/Hereford Rd,Metro Bus,-37.77592786,145.38192047
Fernhill St/High Street Rd,Metro Bus,-37.87357638,145.16046543
Fernisky Dr/Linsell Bvd ,Metro Bus,-38.09946898,145.30129896
Fernlea Cres/Andersons Creek Rd,Metro Bus,-37.75557882,145.17358499
Fernlea Cres/Blackburn Rd,Metro Bus,-37.75268939,145.16858242
Ferntree Gully Cemetery/Forest Rd,Metro Bus,-37.8828953,145.29640619
Ferntree Gully College/Commercial Rd,Metro Bus,-37.87980373,145.28397034
Ferntree Gully Hotel/Burwood Hwy,Metro Bus,-37.88963243,145.29862758
Ferntree Gully Rd/Blackburn Rd,Metro Bus,-37.901426395,145.142883015
Ferntree Gully Rd/Borg Cres,Metro Bus,-37.89840871,145.22650331
Ferntree Gully Rd/Burwood Hwy,Metro Bus,-37.88186934,145.27423483
Ferntree Gully Rd/Clayton Rd,Metro Bus,-37.89980403,145.124403005
Ferntree Gully Rd/Gardiner Rd,Metro Bus,-37.90106254,145.129016965
Ferntree Gully Rd/Huntingdale Rd,Metro Bus,-37.89613814,145.1062378
Ferntree Gully Rd/Lloyd St,Metro Bus,-37.89269655,145.2537171
Ferntree Gully Rd/Scoresby Rd,Metro Bus,-37.890712825,145.25759623
Ferntree Gully Rd/Springvale Rd,Metro Bus,-37.902365149999994,145.16163111
Ferntree Gully Rd/Stud Rd,Metro Bus,-37.89989478,145.23363268
Ferntree Gully Rd/Windermere Dr,Metro Bus,-37.88898865,145.263498855
Ferntree Gully Station/Station St,Metro Bus,-37.88195283,145.29480193
Ferntree Pl Pl/Ferntree Gully Rd ,Metro Bus,-37.90037681,145.13407257
Fernwood Ave/Canterbury Rd,Metro Bus,-37.82635424,145.25645805
Fernwren Pl/Ballarto Rd,Metro Bus,-38.113240160000004,145.16220164
Ferny Creek Ave/Burwood Hwy,Metro Bus,-37.893454235,145.31590496
Ferrars St/City Rd,Metro Bus,-37.83139446,144.95368638
Ferrars St/Dorcas St,Metro Bus,-37.834242315,144.95628924
Ferris Ave/Glenburnie Rd,Metro Bus,-37.825797335000004,145.200867085
Ferry Terminal/Esplanade,Metro Bus,-38.33725708,144.74400111
Festival Cres/Chandler Rd,Metro Bus,-37.98901708,145.18298953
Festival Hall/Dudley St,Metro Bus,-37.81103487,144.94735375
Fetlock Lane/Foxwood Dr,Metro Bus,-38.10180571,145.29837093
Fettling St/Murray Rd,Metro Bus,-37.73695068,144.99455408
Fewster Rd/Bluff Rd,Metro Bus,-37.93838049,145.02376182
Fewster Rd/Edinburgh St,Metro Bus,-37.938431285,145.01527196
Fiddes St/Broadhurst Ave,Metro Bus,-37.706960255,144.98696323000001
Fiddes St/Glasgow Ave,Metro Bus,-37.70473237,144.98764169
Fidge Ct/Bliburg St,Metro Bus,-37.68936805,144.91103349
Fidge Ct/Sunset Bvd,Metro Bus,-37.69086973,144.91186457
Field St/Highett Rd,Metro Bus,-37.94577288000001,145.01723658499998
Fielder Rd/Belgrave-Gembrook Rd,Metro Bus,-37.94460248,145.51532033
Fielder Station/Belgrave-Gembrook Rd,Metro Bus,-37.946315084999995,145.50537902500002
Fielding Dr/Wells Rd,Metro Bus,-38.050897344999996,145.14355627999998
Fields St/Frontier Ave,Metro Bus,-37.71787637,144.67225017
Fifth Ave/Blackshaws Rd,Metro Bus,-37.83162125,144.85159226
Fifth Ave/Hemmings St,Metro Bus,-37.98290386,145.20389671
Fifth Ave/McIntosh Rd,Metro Bus,-37.84436787,144.84935868
Fifth Ave/Station St,Metro Bus,-38.03345399,145.10591949
Fifth St/Como Pde East,Metro Bus,-37.989478844999994,145.07248677
Fillmore Rd/Gladstone Rd,Metro Bus,-37.941087385,145.210309085
Fillo Dr/Cooper St,Metro Bus,-37.64409098,144.955953305
Finch Pl/Blackburn Rd,Metro Bus,-37.84347742,145.15477001
Finch Rd/Beach Rd,Metro Bus,-37.97288162,144.68889547
Finch St/Burwood Hwy,Metro Bus,-37.851044925,145.12382085000002
Finchley Ct/Kennington Park Dr,Metro Bus,-37.96727454,145.24852521
Findon Rd,Metro Bus,-37.63958467,145.04605398
Findon St/Tooronga Rd,Metro Bus,-37.871340184999994,145.038719195
Finns Reserve/Templestowe Rd,Metro Bus,-37.75662543,145.11023233
Finsbury Cres/Kinglake Dr,Metro Bus,-37.8682879,144.59885485
Finton Gr/Keon Pde,Metro Bus,-37.695429680000004,145.01647914
Fintona Girls School/Balwyn Rd,Metro Bus,-37.81507183,145.08092273
Fir St/Church St,Metro Bus,-37.510432679999994,145.11829731
Fir St/Surrey Rd,Metro Bus,-37.81435378,145.156983505
Firbank Grammar/St Andrews St,Metro Bus,-37.908004035,144.99908581
Fire Services College And Training Ground/Thompson Rd,Metro Bus,-38.06940486,145.17445907
First Ave/Blackshaws Rd,Metro Bus,-37.83196786,144.85478629
First Ave/Harp Rd,Metro Bus,-37.80004621,145.05602994
First Ave/Market Rd,Metro Bus,-37.79883641,144.83924367
First Ave/Point Nepean Rd,Metro Bus,-38.358200365,144.895994685
First Ave/Station Rd,Metro Bus,-37.70155613,144.57524607
First Ave/Station St,Metro Bus,-38.03070661,145.10431547
First Ave/Thames Prom,Metro Bus,-38.046485454999996,145.13299004499999
First St/Barkly St,Metro Bus,-37.79688644,144.87221196
Fisher Ct/McEwen Dr,Metro Bus,-37.562082,144.72758677
Fishermans Bend/Wharf Rd,Metro Bus,-37.82906993,144.90706542
Fishermans Dr/Warneet Rd,Metro Bus,-38.21122231,145.34028404999998
Fittis St/Blackshaws Rd,Metro Bus,-37.83372178,144.87098354
Fitzgerald Dr/The Lakes Bvd,Metro Bus,-37.63015686,145.084165235
Fitzgerald Rd/Cherry Lane,Metro Bus,-37.841751200000004,144.78311773500002
Fitzgerald Rd/Dohertys Rd,Metro Bus,-37.827728105000006,144.782094665
Fitzgerald Rd/Forrest St,Metro Bus,-37.78179634,144.79288116
Fitzgerald Rd/Glengala Rd,Metro Bus,-37.78640439,144.79184702
Fitzgerald Rd/Hilma St,Metro Bus,-37.79028732,144.79131126
Fitzgerald Rd/Princes Hwy,Metro Bus,-38.00916427,145.27920436
Fitzgerald Rd/William Angliss Dr,Metro Bus,-37.82320519,144.78549056
Fitzgerald St/Burwood Hwy ,Metro Bus,-37.8830891,145.27814057
Fitzgerald St/Robertson Dr,Metro Bus,-38.22378161,145.06285135500002
Fitzroy High School/Michael St,Metro Bus,-37.78493266,144.98837504
Fitzroy Pool/Alexandra Pde,Metro Bus,-37.79363194,144.98064391
Fitzroy St/Murray Rd,Metro Bus,-37.73681207,144.99276489
Fitzroy St/Park St,Metro Bus,-37.861082905,144.97449056
Fitzsimons Lane/Porter St,Metro Bus,-37.75257909,145.13569184
Fitzwilliam St/Wrixon St,Metro Bus,-37.81369989,145.04681141
Five Ways General Store/Finsbury Rd,Metro Bus,-38.16038421499999,145.317908275
Fiveways Bvd/Cheltenham Rd,Metro Bus,-37.991665,145.15281655
Flam St/Ashleigh Ave,Metro Bus,-38.138764890000004,145.15211394
Flavia Rd/Church Rd,Metro Bus,-38.00555683,145.16058853
Fleet St/High Street Rd,Metro Bus,-37.87085924,145.136971835
Fleetwood Dr/Narre Warren-Cranbourne Rd,Metro Bus,-38.038308895,145.30464446
Fleetwood Dr/Vantage Point Bvd,Metro Bus,-37.60715299,145.11097449
Fleming Gr/Sussex St,Metro Bus,-37.725329439999996,144.9505336
Fleming St/Brunswick Rd,Metro Bus,-37.77521165,144.944944655
Flemington Cres/Walls Rd,Metro Bus,-37.907566790000004,144.63620151
Flemington Racecourse/87 Fisher Pde,Metro Bus,-37.78894516,144.90375814
Flemington Racecourse/Fisher Pde,Metro Bus,-37.78943954,144.90368739
Fletcher Rd/Loch Rd,Metro Bus,-37.957800205,145.22101800000002
Fletcher Rd/Manchester Rd,Metro Bus,-37.76259133,145.31517653
Fletcher Rd/Maroondah Hwy,Metro Bus,-37.76190865,145.3102993
Fletcher St/Loeman St,Metro Bus,-37.75613865,144.92543324
Fletcher St/South Rd,Metro Bus,-37.93530908,145.05194833
Flete Ave/Kooyong Rd,Metro Bus,-37.85348971,145.02106421
Flinders Christian Community College/Ballarto Rd,Metro Bus,-38.11527678,145.17839893000001
Flinders College/Mornington-Tyabb Rd,Metro Bus,-38.261329345,145.169602145
Flinders Lane/Queen St,Metro Bus,-37.81788890999999,144.96191487
Flinders Park/Mornington-Tyabb Rd,Metro Bus,-38.23241939,145.04657078
Flinders St/Point Nepean Rd,Metro Bus,-38.365556,144.79996369
Flinders St/Queens Bridge St,Metro Bus,-37.81949189,144.96106988
Flintoff Ave/Kelly Ave,Metro Bus,-37.753564735,144.749388085
Flintoff St/Grimshaw St,Metro Bus,-37.70473649,145.10477926
Floods Rd/Kangaroo Ground-Warrandyte Rd,Metro Bus,-37.720215335,145.224612205
Flora Ave/Badger Creek Rd,Metro Bus,-37.686097700000005,145.54156626
Flora Ct/Waverley Park Dr,Metro Bus,-38.07103536,145.27522476
Flora Park Way/Ballarto Rd,Metro Bus,-38.116072615,145.184983515
Flora Rd/Dunns Rd,Metro Bus,-38.25050352,145.04431541
Flora Rd/North Rd,Metro Bus,-37.91337919,145.11643134
Flora St/Old Calder Hwy,Metro Bus,-37.72049061,144.837114955
Florence St/Brady Rd,Metro Bus,-37.92390046,145.067533785
Florence St/Hotham Rd,Metro Bus,-37.734571720000005,144.879523405
Florence St/Kerferd Rd,Metro Bus,-37.85830197,145.06551445
Florence St/Koornang Rd,Metro Bus,-37.90344647,145.05430154
Florence St/Thistle St,Metro Bus,-37.751392995,144.91211633
Flower Pot Park/Boardwalk Bvd,Metro Bus,-37.89450648,144.72844259
Flowering Gum Park/The Lakes Bvd,Metro Bus,-37.63234274,145.09308963
Flynn Cres/Kyabram St,Metro Bus,-37.65830011,144.93587937
Foam St/Main St ,Metro Bus,-38.22770491,145.04377246
Foam St/Willis St,Metro Bus,-37.937000194999996,145.006583185
Foch St/Haig St,Metro Bus,-37.835973265,145.12613449499997
Foch St/Station St,Metro Bus,-37.836742115,145.12037662
Fogarty Pde/Melbourne Rd,Metro Bus,-38.36451079,144.76543786
Foley Ave/Albert St,Metro Bus,-37.75261748,145.02091171
Foleys Rd/Mount Derrimut Rd,Metro Bus,-37.781972325,144.77302880000002
Follett Rd/Warrigal Rd,Metro Bus,-37.97106991,145.07342943
Fonteyn Dr/High Street Rd,Metro Bus,-37.876850245,145.22160859500002
Foote St/High St,Metro Bus,-37.758347435000005,145.118440805
Foote St/Thompsons Rd,Metro Bus,-37.758318695,145.112981625
Foote St/Williamsons Rd,Metro Bus,-37.75867881,145.13389279
Foothills Park/Galloway Dr,Metro Bus,-37.59632022,145.08247931
Footscray City College/Farnsworth Ave,Metro Bus,-37.79128653,144.89482306
Footscray City PS/Bristow St,Metro Bus,-37.8067739,144.89991473
Footscray Hockey Club/Fogarty Ave,Metro Bus,-37.823813385,144.870228835
Footscray Hospital/Gordon St,Metro Bus,-37.792233835000005,144.889345305
Footscray Park/35 Ballarat Rd,Metro Bus,-37.79510626,144.90612783
Footscray Park/Ballarat Rd,Metro Bus,-37.79495435,144.90620026
Footscray Plaza SC/French St,Metro Bus,-37.80109835,144.89698631
Footscray Plaza SC/Paisley St,Metro Bus,-37.800840015000006,144.898668845
Footscray Rd,Metro Bus,-37.80776187,144.92003651
Footscray Station/Irving St,Metro Bus,-37.8012395425,144.9017438825
Footscray Town Hall/Hyde St,Metro Bus,-37.80464184,144.90113364
Ford Ave/Furlong Rd,Metro Bus,-37.7623323,144.82808121
Ford Cres/Darebin Rd,Metro Bus,-37.766531674999996,145.03030945
Ford Ct/Jacksons Rd,Metro Bus,-37.952458,145.19129981
Ford Customer Service Division/1743 Sydney Rd ,Metro Bus,-37.65150261,144.95227603
Ford Rd/Grieve Pde,Metro Bus,-37.85779343,144.81939434
Ford St/Bedford Rd,Metro Bus,-37.81605029,145.23567842
Ford St/Hope St,Metro Bus,-37.763581055,144.95655021
Ford St/Jack St,Metro Bus,-37.84433339,144.87649671000003
Ford St/Oriel Rd,Metro Bus,-37.76377938,145.035757575
Fordham Rd/Broadway,Metro Bus,-37.71770319,145.0165035
Fordson Rd/Sydney Rd,Metro Bus,-37.674542345,144.955951245
Fore St/Yea Rd,Metro Bus,-37.51017566,145.13333368
Forest Dr/Hearns Rd,Metro Bus,-38.293190010000004,145.01004568500002
Forest Dr/Nepean Hwy,Metro Bus,-38.28530277,145.03098862500002
Forest Hill College/Hawthorn Rd,Metro Bus,-37.84654611,145.16197833
Forest Hill Police Station/Springvale Rd ,Metro Bus,-37.84518235,145.17104702
Forest Hill Reserve/Springvale Rd,Metro Bus,-37.83741997,145.17201147
Forest Hill SC/Canterbury Rd,Metro Bus,-37.834556545,145.1649235
Forest Oak Dr/Burwood Hwy,Metro Bus,-37.89198557,145.30306534
Forest Park Rd/Tasman Ave,Metro Bus,-37.90923647,145.32393967
Forest Rd/Boronia Rd,Metro Bus,-37.86322748,145.29741617
Forest Rd/Burwood Hwy,Metro Bus,-37.88848924,145.29560636
Forest Rd/Mountain,Metro Bus,-37.85642203,145.31612289
Forest Rd/Mountain Hwy,Metro Bus,-37.85573983,145.31568376
Forest St/Beech St,Metro Bus,-37.51123058,145.12029675
Forrest Ct/James Cook Dr,Metro Bus,-37.98617577,145.274959245
Forster Rd/Ferntree Gully Rd,Metro Bus,-37.89965352,145.1299511
Forster Rd/Waverley Rd,Metro Bus,-37.88505964,145.13142331
Forster St/Osborne St,Metro Bus,-37.86485659,144.89275371000002
Forsyth Rd/Ashcroft Ave,Metro Bus,-37.866903815,144.735639195
Forsyth Rd/Leakes Rd,Metro Bus,-37.838025325000004,144.73134702
Forsyth Rd/Sayers Rd,Metro Bus,-37.85267251,144.73013657
Fortescue Ave/Boonong Ave,Metro Bus,-38.125905270000004,145.12820775
Fortescue Gr/Burwood Hwy,Metro Bus,-37.85568971,145.17507241
Fortuna Ave/Bulleen Rd,Metro Bus,-37.786078995,145.07641545
Fortune Ave/Hereford Rd,Metro Bus,-37.76904525,145.37557645
Forum Pl/Melrose Dr,Metro Bus,-37.70035885,144.88104317
