StopName,StopType,Latitude,Longitude
Adelaide St/Main Rd,Regional Bus,-37.080777365,144.25407099
Adelaide St/Streeton Dr,Regional Bus,-36.398092465000005,145.419402025
Admiral Ct/Walnut Ave,Regional Bus,-34.203709985,142.13000821999998
Adrianna Cres/Darwinia St,Regional Bus,-38.358015005,142.45325646999999
Adventure Park/Bellarine Hwy,Regional Bus,-38.211135825,144.51386969499998
Aerial Dr/Horseshoe Bend Rd ,Regional Bus,-38.308267400000005,144.33975334000002
Affleck St/Sutton St,Regional Bus,-38.1517073,145.93127353
Afton Ave/Waller St,Regional Bus,-36.56097826,145.97271538
Agar Rd/Cutty Sark Rd,Regional Bus,-38.43883305,145.44589492
Agnes Brereton Reserve/Breed St,Regional Bus,-38.18788477,146.53436607
Agnes St/Mary St,Regional Bus,-37.05346554,142.76821739
Agnew Ct/Major Mitchell Dr,Regional Bus,-36.72489052,142.19919141
Agnew St/McKean St,Regional Bus,-36.384952835,145.35719188000002
Agra St/Station St,Regional Bus,-38.08744163,144.36707088
Aireys St/Gravesend St,Regional Bus,-38.35705101,143.58287562
Airfield Rd/Princes Hwy,Regional Bus,-38.21771034,146.476298275
Aitken St/Crusoe Rd,Regional Bus,-36.80928155,144.2366492
Aitken St/Hamilton St,Regional Bus,-37.488089275,144.592452385
Aitkins Place Village/Aitkins Rd,Regional Bus,-38.37343351,142.47138291
Alan David Lodge/Surf Coast Hwy ,Regional Bus,-38.21605642,144.33834251
Alan David Lodge/Torquay Rd,Regional Bus,-38.21616192,144.33862418
Albatross Rd/Point Rd,Regional Bus,-37.87410076,147.97245807
Albatross Rd/Reeves St,Regional Bus,-37.87444371,147.97566895
Albert Rd/Normanby St,Regional Bus,-38.16054409,145.93975094
Albert Rd/Princes Way,Regional Bus,-38.13114456,145.85142028
Albert St/Cook St,Regional Bus,-36.54597107,145.96984161
Albert St/Daisy St,Regional Bus,-36.39922307,145.34549015
Albert St/Giffard St,Regional Bus,-37.47788722,143.79169213
Albert St/Henry St,Regional Bus,-38.19791553,146.53205235
Albert St/Mariners Reef Rd,Regional Bus,-37.05537508,143.73478017
Albert St/Portarlington Rd,Regional Bus,-38.16464919,144.41477245
Albert St/Shannon Ave,Regional Bus,-38.13901027,144.336799
Albert St/Victoria St,Regional Bus,-38.15826062,145.93043597
Albon St/The Esplanade,Regional Bus,-38.40997238,145.42587518
Albury Airport/Airport Dr ,Regional Bus,-36.06988738,146.95421333
Albury Base Hospital/East St,Regional Bus,-36.078238745,146.93993126499998
Albury Base Hospital/Keene St,Regional Bus,-36.07721805,146.93625033
Albury Botanic Gardens/Wodonga Pl ,Regional Bus,-36.08072667,146.91035777
Albury Gardens Tourist Park/Catherine Cres ,Regional Bus,-36.04019571,146.96000305
Albury High School/Kiewa St ,Regional Bus,-36.07224766,146.91714175
Albury North Post Office/Fallon St ,Regional Bus,-36.06285296,146.93106516
Albury Railway Station/Smollett St ,Regional Bus,-36.083665429999996,146.922727765
Albury Shopping Centre/Townsend St,Regional Bus,-36.0820629,146.91292194
Albury Station/Hume Hwy ,Regional Bus,-36.08424346,146.92432663
Albury West Public School/Mott St,Regional Bus,-36.07712716,146.89644579
Albury Wodonga Private Hospital/Pemberton St,Regional Bus,-36.07500488,146.88278832
Aldebaran Rd/Marlin Dr,Regional Bus,-38.26572109,144.54270101
Alder St/MacKenzie St West,Regional Bus,-36.78612536,144.24225443
Aldershot Rd/Coppards Rd,Regional Bus,-38.18555818,144.40030553
Aldi/Hesse St,Regional Bus,-38.34134594,143.58988264
Aldinga Dr/Deakin Ave,Regional Bus,-34.2009163,142.14311196
Alexander Ave/Victoria St,Regional Bus,-38.18453577,146.24821984
Alexander St/Moore St,Regional Bus,-38.33341966,143.57325901
Alexandra Ave/Sunset Strp,Regional Bus,-38.34847997,144.29900386
Alexandra Park/Keene St,Regional Bus,-36.07455865,146.93674113
Alexandra St/East St,Regional Bus,-36.07313629,146.94094021
Alexandra St/Hertford St,Regional Bus,-37.5862725,143.83252164
Alexandra St/Morrell St,Regional Bus,-36.39249575,145.35901218
Alexandra St/Northgate St,Regional Bus,-36.39251003,145.35742865
Alfred Dr/Main St,Regional Bus,-38.328828015,146.32379199500002
Alfred St/Clunes-Creswick Rd,Regional Bus,-37.41007787,143.8893804
Alfred Way/Tannery Lane,Regional Bus,-36.80696616,144.34822111
Alfredton Dr/Cuthberts Rd,Regional Bus,-37.55342812,143.79671458
Alfredton PS/Cuthberts Rd,Regional Bus,-37.55388924,143.80075764
Alkira Ave/Princes Hwy,Regional Bus,-38.09442908,144.35563508
All Saints Catholic Church/Henty St,Regional Bus,-38.34629281,141.60574292
Allansford Primary School/Ziegler Pde,Regional Bus,-38.38560076,142.5914052
Allen St/Midland Hwy,Regional Bus,-36.68772003,144.31952082
Allingham St/Hattam St,Regional Bus,-36.78086213,144.25430735
Allpress Dr/Aspinall St,Regional Bus,-36.775359345,144.24471846
Alm Ct/Eleventh St,Regional Bus,-34.17643601,142.14174418
Alma St/Tuaggra St,Regional Bus,-37.04660694,143.74030448
Alpine Hotel/Anderson St,Regional Bus,-36.72835205,146.960433
Amanda Ave/Saskia Way,Regional Bus,-38.23532716,146.43681957500002
Amaroo Dr/Philip Pde ,Regional Bus,-38.318778775,146.423230865
Amber Ct/Walker Dr,Regional Bus,-38.13239613,145.86894905
Amberleas Aged Care/Cook St,Regional Bus,-38.13989127,145.85283507
Amesbury Pl/Brentwood Bvd,Regional Bus,-36.800546165,144.33818881500002
Aminya Ave/Warrina Dr,Regional Bus,-37.58351419,143.81975461
Anakie Rd/Separation St,Regional Bus,-38.10948595,144.33235259999998
Anchor Point retirement Village/Aberline Rd,Regional Bus,-38.37181193,142.5164996
Anchor Point/Aberline Rd,Regional Bus,-38.37184612,142.51645173
Anderson Ave/Boundary Rd,Regional Bus,-38.1583491,146.35571428
Anderson Bus Interchange/Bass Hwy,Regional Bus,-38.52633705,145.4475016
Anderson Rd/Church St,Regional Bus,-38.452325185,145.220586595
Anderson St/Harris St,Regional Bus,-38.38881252,142.47037622
Anderson St/MacIsaac Rd,Regional Bus,-36.37903184,145.34879411
Anderson St/Ormond Rd,Regional Bus,-38.16057833,144.37668613
Anderson St/Panorama Dr,Regional Bus,-38.525984765000004,145.37668539999999
Andrew St/Union St,Regional Bus,-37.29049191,144.95227979
Anglesey St/Anzac Ave,Regional Bus,-37.02991981,145.14517878
Anglesey St/Jordan St,Regional Bus,-37.03377948,145.14243169
Anglican Church/Arundel Ave,Regional Bus,-36.55562297,145.97789269
Anglican Church/McCallum St,Regional Bus,-35.33945443,143.55629882
Ann St/Maryvale Cres,Regional Bus,-38.2376252,146.389912395
Anne St/High St,Regional Bus,-38.302403695,142.37337787500002
Annesley St/Pakenham St,Regional Bus,-36.12806686,144.75228627
Ansett Museum/Ballarat Rd,Regional Bus,-37.74220418,142.03568606
Anslow St/High St,Regional Bus,-37.35622827,144.52837912
Antares Ave/Patten St,Regional Bus,-38.10945386,147.08892774
Anthony St/Walnut Ave,Regional Bus,-34.19929893,142.13549798
Antique Shop/Midland Hwy,Regional Bus,-37.401724165000005,143.994448165
Antwerp Woorak Rd/Dimboola - Rainbow Rd,Regional Bus,-36.29771854,142.02546305
Anzac Ave/Hume and Hovell Rd,Regional Bus,-37.03681467,145.15499462
Anzac Ave/Smith St,Regional Bus,-37.03339524,145.15014201
Anzac Village Shopping Centre/Anzac Ave,Regional Bus,-37.03008703,145.14607405
Apex Ct/Community St,Regional Bus,-36.39850464,145.39858133
Aphrasia St/Pakington St,Regional Bus,-38.1508752,144.34627151
Aphrasia St/Shannon Ave,Regional Bus,-38.14928212,144.33481647
Apollo Bay Recreation Reserve/Great Ocean Rd,Regional Bus,-38.76377952,143.66881922
Appin Park Kindergarten/Appin St,Regional Bus,-36.35332893,146.29905466
Appin St/Langlands St,Regional Bus,-36.35098242,146.29861877
Appin St/Williams Rd,Regional Bus,-36.3465049,146.30067601
Appleton Ct/Smith St,Regional Bus,-36.71337903,142.20627415
Appletree Cres/Sunbury Rd,Regional Bus,-36.40271509,145.41417331
Aquamoves/Tom Collins Dr,Regional Bus,-36.38602739,145.39444472
Aquatic Centre/Foster St,Regional Bus,-38.11129046,147.07910843
Aquatic Centre/Gillies St N,Regional Bus,-37.55126818,143.81977998
Aquilla Ave/Fischer St,Regional Bus,-38.31920114,144.32668165
Araluen Primary School/Patten St,Regional Bus,-38.10710119,147.08938115
Ararat Fitness Centre/High St ,Regional Bus,-37.28254002,142.9330402
Ararat Hospital/Girdlestone St,Regional Bus,-37.279386169999995,142.932223815
Ararat Medical Centre/High St,Regional Bus,-37.28290079,142.92939075
Ararat North PS/Blake St,Regional Bus,-37.2743888,142.93909294
Ararat RSL/High St,Regional Bus,-37.282545,142.93213807
Ararat Railway Station/High St ,Regional Bus,-37.28243901,142.93691236
Ararat Retirement Village/54 McGibbony St,Regional Bus,-37.28835945,142.94012231
Arcadia Two Chain Rd/Euroa-Shepparton Rd,Regional Bus,-36.69911724,145.51339411
Archer St/Pyrenees Hwy,Regional Bus,-37.05150343,143.72867346
Archer Street Clinic/Archer St,Regional Bus,-36.39455401,145.41054818
Archer Street Shopping Centre/Archer St,Regional Bus,-36.40461155,145.40833607
Archibald St/Morriss Rd,Regional Bus,-38.3692402,142.463683085
Archie Graham Centre/Timor St,Regional Bus,-38.386003790000004,142.48368140000002
Archimedes Ave/Rennie St,Regional Bus,-38.02904116,144.41316355499998
Arco Ct/Calvert St,Regional Bus,-37.83584314,147.59946761
Argus Ct/Kirkwood Rd,Regional Bus,-36.71459123,144.24855389
Argyle Rd/Gearing St,Regional Bus,-37.05287524,143.75004128
Argyle St/Ryrie St,Regional Bus,-38.15047914,144.36348123
Argyle St/Station Rd ,Regional Bus,-37.46214162,144.597162745
Arizona Ct/San Mateo Ave,Regional Bus,-34.218991,142.13173992
Arlington Park Ave/Wangandary Rd,Regional Bus,-36.33638618,146.29392489
Arlington St/The Esplanade,Regional Bus,-38.118758850000006,144.68784435
Armstrong Ave/Albert Rd,Regional Bus,-38.12980421,145.85444198
Armstrong Bvd/Surf Coast Hwy,Regional Bus,-38.22890205,144.33582947
Armstrong St/Bartlett St,Regional Bus,-38.34577739,143.57595916
Armstrong St/Sturt Sz,Regional Bus,-37.561587015,143.85633494
Arnold St/McCrae St,Regional Bus,-36.75288015,144.28767123
Arranmore Dr/Howe St ,Regional Bus,-37.49741845,143.80588484
Arrondoon Rd/Jeeralang Nth Rd,Regional Bus,-38.26661281,146.48775012
Art Gallery Pioneer Settlement/Marraboor St,Regional Bus,-35.34965974,143.56435652
Arthur St/Church St,Regional Bus,-38.129467875,144.32904703
Arthur St/Learmonth St,Regional Bus,-37.55659472,143.81283079
Arundel St/Kent St,Regional Bus,-36.54915036,145.97368756
Asbury St West/Presidents Ave,Regional Bus,-38.26339817,144.52351105
Asbury St/Presidents Ave,Regional Bus,-38.26306084,144.52375108
Ascot St/Sturt St,Regional Bus,-37.56026139,143.84498764
Ash Ct/Regent St,Regional Bus,-36.10792153,144.75421581
Ash St/High St,Regional Bus,-36.14132532,144.75129674
Ashbury Bvd/Burvilles Rd ,Regional Bus,-38.231499355,144.350053355
Ashford Ct/Bogong Ave,Regional Bus,-37.52516828,143.85718088
Ashlee Dr/Granter St,Regional Bus,-38.37302575,142.45413424
Ashley Ct/Patten St,Regional Bus,-38.11465501,147.08785032
Ashton Rd/Colliver Rd,Regional Bus,-36.399372764999995,145.40080477499998
Ashton St/Cantwell Dr,Regional Bus,-38.079684119999996,147.06981577
Ashton St/Holdsworth Rd,Regional Bus,-36.73184686,144.28769524
Ashton St/Stokes Ave,Regional Bus,-35.91264942,145.64830304
Ashworth Dr/Cross's Rd,Regional Bus,-38.18286557,146.51019146
Aspinall St/Alder St,Regional Bus,-36.783686405,144.24084060500002
Aspinall St/Browning St,Regional Bus,-36.78556693,144.235865835
Aspinall St/Olympic Pde,Regional Bus,-36.78619327,144.2323813
Aster St/Gillies St N,Regional Bus,-37.52895102,143.824150975
Athalie St/Richardson St,Regional Bus,-38.33027296,141.59748188
Athletics Complex/Appin St,Regional Bus,-36.35194204,146.29930114
Athlone Primary School/Drouin Poowong Rd ,Regional Bus,-38.24261335,145.7771067
Athol St/Beechworth Rd,Regional Bus,-36.13600897,146.88623207
Atkins Rd/Princes Hwy,Regional Bus,-38.07183017,145.48660574
Auchterlonie Cres/Canterbury Way,Regional Bus,-38.31836328,146.41305312
Austin Ave/Evelyn St,Regional Bus,-38.16691694,146.26394883
Austin St/Darcy St,Regional Bus,-37.06027844,142.76175782
Austin St/Henty Hwy,Regional Bus,-35.726779519999994,142.3645162
Austin St/Warncoort-Birregurra Rd,Regional Bus,-38.336221975,143.78328569
Australia Park Motel/Wodonga Pl,Regional Bus,-36.08792946,146.90922771
Australia Post/Mollison St,Regional Bus,-37.24780525,144.45343469
Australia Post/Wimmera Hwy,Regional Bus,-36.93910679,140.85397506
Australian Christian College - Hume/Sydney Rd,Regional Bus,-36.54776958,145.99895599
Authors Way/Woondella Bvd,Regional Bus,-38.086753,147.05604729
Autumn Gully Rd/Spring Gully Rd,Regional Bus,-36.79090494,144.28467213
Autumn St/McCurdy Rd,Regional Bus,-38.13866135,144.31830724
Autumn St/Torquay Rd,Regional Bus,-38.18520879,144.3444662
Auty St/Selby Rd,Regional Bus,-38.38517051,142.52150876
Avenel Rd/Tarcombe Rd,Regional Bus,-37.01690964,145.15183442
Avoca Hotel/Sunraysia Hwy,Regional Bus,-37.08901857,143.47387506
Avoca Information Centre/Sunraysia Hwy,Regional Bus,-37.08881801,143.47440169
Avocado St/Etiwanda Ave,Regional Bus,-34.2025013,142.16129722
Avocado St/Etiwanda St,Regional Bus,-34.20276233,142.16129311
Avocat Av North/Nardoo St,Regional Bus,-34.30294207,142.18542011
Avondale Ave/Province Bvd,Regional Bus,-38.16203902,144.305148365
Avondale Rd/Commercial Rd,Regional Bus,-38.23580198,146.39199581
Avro St/Weidner Cres ,Regional Bus,-36.08752796,146.92881098
Axedale Primary School/McIvor Hwy,Regional Bus,-36.786583695000004,144.50122132
Ayr Creek Reserve/28 Toorak Rd,Regional Bus,-38.63707555,145.71488141
Ayr Creek Reserve/Toorak Rd,Regional Bus,-38.63709382,145.71490406
Azalea Ave/Learmonth Rd,Regional Bus,-37.527592165,143.812018755
BMX Track/Silva Dr,Regional Bus,-36.12890954,146.85720278
BP Pinnaroo/Mallee Hwy,Regional Bus,-35.26042967,140.91383001
BP Roadhouse/Homburg Tce,Regional Bus,-35.26056761,140.91370993
BP Service Station/8044 Goulburn Valley Hwy,Regional Bus,-36.40716981,145.39406546
Baanip Bvd/Sovereign Dr,Regional Bus,-38.21566561,144.32630816
Bacchus Marsh Caravan Park/Main St,Regional Bus,-37.671298469999996,144.42453531
Bacchus Marsh College/Griffith St,Regional Bus,-37.68624976,144.43122953
Bacchus Marsh Hospital/Grant St,Regional Bus,-37.678102355,144.43488925499997
Bacchus Marsh Rd/O'Briens Rd,Regional Bus,-38.05561701,144.36106719
Bacchus Marsh Station/Station St,Regional Bus,-37.68732774,144.43631755
Bacchus Marsh Village/Bennett St,Regional Bus,-37.67413217,144.44024102999998
Back Settlement Rd/Ballan-Daylesford Rd,Regional Bus,-37.44532358,144.12887884999998
Baden-Powell Pl/Powells Ave,Regional Bus,-36.75834333,144.31755094
Badminton Ct/Barwarre Rd,Regional Bus,-38.189301279999995,144.353918685
Bailey,Regional Bus,-37.82581735,147.63199227500002
Bailey St/Nicholson St,Regional Bus,-36.70015422,146.91142381
Baillie St/Urquhart St,Regional Bus,-36.71215143,142.20241323
Baillieu St/McKenzie St,Regional Bus,-38.60895294,145.59512612
Baimbridge College/Mt Baimbridge Rd,Regional Bus,-37.73169675,142.01379304
Bain Ct/Charles St,Regional Bus,-38.16077242,144.38821669
Baird St/Fay St,Regional Bus,-37.27897993,142.94163026
Bairnsdale Aquatic and Recreation Centre/internal road,Regional Bus,-37.82644683,147.60567532
Bairnsdale Hospital/Princes Hwy,Regional Bus,-37.83187501,147.60871974
Bairnsdale Primary School/McCulloch St,Regional Bus,-37.82700884,147.62405398
Bairnsdale Railway Station/MacLeod St,Regional Bus,-37.82840614,147.62739519
Bairnsdale Regional Health Service/McKean,Regional Bus,-37.82035836,147.60832973
Bairnsdale Regional Health Service/Mckean,Regional Bus,-37.82028749,147.60809054
Bairnsdale West Primary School/McKean St,Regional Bus,-37.82389508,147.60763155
Baker Hyundai/High St,Regional Bus,-36.11549415,146.8916619
Bakers Oval/Shannon Ave,Regional Bus,-38.13559178,144.33743669
Bakery Hill Interchange/Curtis St,Regional Bus,-37.56205302,143.8648721
Bakery Hill SC/Victoria St,Regional Bus,-37.56213009,143.869300055
Bakery Park/Bailey St,Regional Bus,-37.18218768,143.40030562
Bakewell St/McCurdy Rd,Regional Bus,-38.13184369,144.31962918
Bakewell St/Weeroona Ave,Regional Bus,-36.7453467,144.289274745
Bala St/Albert St,Regional Bus,-37.58875544,143.84111196
Balaclava Rd/Gladstone St,Regional Bus,-37.04321176,143.72598354
Balaclava Rd/Monash St,Regional Bus,-36.36619462,145.40646634
Balfour Rd/Princes Way,Regional Bus,-38.14134833,145.87207447
Balfour St/Law St,Regional Bus,-38.18646153,146.29421709
Ballan Police Station/Old Melbourne Rd,Regional Bus,-37.600134804999996,144.22059141
Ballan Station/Atkinson St ,Regional Bus,-37.604068555,144.22501490500002
Ballantine St/Wallace St,Regional Bus,-37.82291664,147.59448855
Ballarat Base Hospital/Drummond St N,Regional Bus,-37.559021154999996,143.84780157
Ballarat Base Hospital/Sturt St,Regional Bus,-37.56084132,143.848143585
Ballarat Bowling Club/Peel St N,Regional Bus,-37.55691353,143.86490091000002
Ballarat Clarendon College/Sturt St,Regional Bus,-37.55926667,143.83375691
Ballarat Day Hospital/Howitt St,Regional Bus,-37.54041673,143.83204304
Ballarat General Cemetery/Doveton St N,Regional Bus,-37.530201855,143.860957535
Ballarat Golf Club/Sturt St,Regional Bus,-37.5484853,143.80249392
Ballarat Grammar/Howitt St,Regional Bus,-37.53997965,143.83019458
Ballarat Grammar/Norman St,Regional Bus,-37.53331488,143.83197041
Ballarat HS/Gillies St N,Regional Bus,-37.55473734,143.81912314
Ballarat HS/Sturt St,Regional Bus,-37.55518612,143.81772333499998
Ballarat Harness Racing/Sutton St,Regional Bus,-37.576117025,143.82811843000002
Ballarat Health Services/Edwards St,Regional Bus,-37.60538914,143.83544763
Ballarat Old Cemetery/Burnbank St,Regional Bus,-37.548971815,143.847178475
Ballarat Old Cemetery/Creswick Rd,Regional Bus,-37.54888987,143.85035053000001
Ballarat Rd/Hylands St,Regional Bus,-37.74258816,142.04478873
Ballarat Rd/Thompson Rd,Regional Bus,-38.12582334,144.34056354
Ballarat Rd/Waiora Ave,Regional Bus,-38.11865952,144.33180196
Ballarat Sec Col/Langstaffe Dr,Regional Bus,-37.52093578,143.833003465
Ballarat Showgrounds/Howitt St,Regional Bus,-37.54203586,143.84657128999999
Ballarat Station/Lydiard St ,Regional Bus,-37.55865582,143.85876141
Ballarat Station/Lydiard St N,Regional Bus,-37.55856774,143.858499145
Ballarat Technology Park/University Dr,Regional Bus,-37.62429626,143.88260791
Ballarat Wildlife Park/Fussell St,Regional Bus,-37.57017983,143.89277958
Ballard St/McTavish Bvd,Regional Bus,-36.72912556,142.19635389
Balliang St/Moorabool St,Regional Bus,-38.16101914,144.3545767
Ballintine St/Esperanto St,Regional Bus,-36.55693338,145.95744946
Balmoral Cres/Albert Rd,Regional Bus,-38.12938592,145.85498476
Balmoral Gdns/Highland Way,Regional Bus,-38.179694215,144.473616125
Balmoral Rd/Hopkins Hwy,Regional Bus,-38.36230678,142.49740188
Balmoral Rd/Mortlake Rd,Regional Bus,-38.36230303,142.4970704
Balmoral St/Furphy,Regional Bus,-36.417563630000004,145.386406695
Balston St/Parkland Cres ,Regional Bus,-36.05156433,146.94730702
Balyang Sanctuary/Shannon Ave,Regional Bus,-38.1612257,144.33185939999998
Bank Pl/Princes Way,Regional Bus,-38.13723682,145.85927799
Bank Place Medical Center/Hopetoun Rd,Regional Bus,-38.13819933,145.86234391
Bank St/Francis St,Regional Bus,-38.2013878,146.53040833
Bank St/Gipps St,Regional Bus,-38.38365604,142.23894721
Bank St/High St,Regional Bus,-36.801204670000004,144.242755625
Bank St/Hyde Park Rd,Regional Bus,-38.20117695,146.52951884
Banksia St/Jacaranda St,Regional Bus,-36.06973305,146.89514507
Banksia St/Warrenlee Dr,Regional Bus,-36.0698463,146.89071396
Banksia Village/Newark Ave,Regional Bus,-38.17643535,146.28753207
Bannister St/Arnold St,Regional Bus,-36.74626342,144.27772507
Bannister St/Nolan St,Regional Bus,-36.74233492,144.2832724
Banool St/Natimuk Service Rd,Regional Bus,-36.72181486,142.17796016
Bantering Bay Rd/Gellibrand St,Regional Bus,-38.43435004,145.441162
Banyan Cres/Kauri Cres,Regional Bus,-38.36674113,141.59662786
Banyule Dr/Smythes Rd,Regional Bus,-37.58912421,143.81429603
Baranduda Bvd,Regional Bus,-36.185440245,146.94923604
Baranduda CFA/Wodonga - Yackandanda Rd,Regional Bus,-36.18872401,146.95434445
Baranduda Community Centre/Sage Ct,Regional Bus,-36.18010198,146.94695418
Baranduda Primary School/7 Verbeena St,Regional Bus,-36.18042685,146.94764344
Barbara Ct/Graeme St,Regional Bus,-36.38942283,145.35122782
Barbara Dr/Buckingham St,Regional Bus,-38.02577381,144.3884746
Barclay Square Park/Indi Ave,Regional Bus,-34.30721423,142.1875527
Bardia Bvd/Malaya Rd,Regional Bus,-36.9996158,145.03747653
Baringa Special School/Staff St,Regional Bus,-38.19154138,146.25718057
Baringhup Caravan Park/Baringhup Rd,Regional Bus,-36.97946488,143.97473983
Barkly East St/Vincent St,Regional Bus,-37.28334461,142.93155384
Barkly St/Bancroft St,Regional Bus,-38.35720628,141.61515278
Barkly St/Findlay St,Regional Bus,-38.36007365,141.61739815
Barkly St/George Rd,Regional Bus,-37.28548234,142.92040165
Barkly St/George St,Regional Bus,-38.36487766,141.6188824
Barkly St/Ingor St,Regional Bus,-37.28406995,142.92829052
Barkly St/Inkerman St,Regional Bus,-37.04532394,143.73199638
Barkly St/Main Rd,Regional Bus,-37.565445690000004,143.86776893
Barkly St/Warrenheip St,Regional Bus,-37.645221655,143.88565898000002
Barkly St/Wills St,Regional Bus,-37.04122328,143.73784854
Barmah Hotel/Maloney St,Regional Bus,-36.01725216,144.95780731
Barnes Bvd/Lawson Cl,Regional Bus,-36.72844708,142.17008218
Barnett Cl/Golf Links Rd,Regional Bus,-38.2807207,144.48729176
Baronga Motor Inn/Murray St,Regional Bus,-38.33832572,143.59537734
Barongarook Dr/Clifton Springs Rd,Regional Bus,-38.1620536,144.57299476
Barooga Cres/Amaroo Dr,Regional Bus,-38.32311843,146.42053665
Barrabool Hills Baptist Church/Province Bvd,Regional Bus,-38.1614465,144.30877636
Barrabool Hills Cemetery/Mt Pleasant Rd,Regional Bus,-38.16676143,144.31069219
Barrabool Rd/Grantham Dr,Regional Bus,-38.170522785,144.300470195
Barramundi Cres/Trevally Dr,Regional Bus,-38.265171295,144.53775378
Barrington Dr/Racecourse Rd,Regional Bus,-38.07391955,145.49421233
Barrington St/Midland Hwy,Regional Bus,-36.55627622,145.96272117
Barry St/McKinlay St,Regional Bus,-36.13128549,144.76195009
Bartley Ave/Geelong Rd,Regional Bus,-37.59014421,143.86682371
Barton St/Yarralumla Dr ,Regional Bus,-36.13940069,146.86219662
Barwarre Rd/Barwon Heads Rd ,Regional Bus,-38.18724384,144.35518044
Barwarre Rd/Marshalltown Rd,Regional Bus,-38.19691715,144.35341456
Barwon Bvd/Mt Pleasant Rd,Regional Bus,-38.16863875,144.32700094
Barwon Downs General Store/Birregurra-Forest Rd,Regional Bus,-38.4688265,143.76078158
Barwon Downs Public Hall/Birregurra-Forrest Rd,Regional Bus,-38.46880109,143.76084001
Barwon Heads Bowling Club/Sheepwash Rd,Regional Bus,-38.27384024,144.48871774
Barwon Heads CFA Fire Station/Sheepwash Rd ,Regional Bus,-38.27163313,144.48915954
Barwon Heads Rd/Breakwater Rd ,Regional Bus,-38.180698805,144.353025775
Barwon Heads Rd/Sheepwash Rd,Regional Bus,-38.27402663,144.48858559
Barwon Heads Village Park/Geelong Rd ,Regional Bus,-38.27481304,144.49143887000002
Barwon Tce/Moorabool St,Regional Bus,-38.16351581,144.35341366
Barwon Water Reserve/Scenic Rd,Regional Bus,-38.15722916,144.31189842
Basham St/Lowe St,Regional Bus,-37.27730275,142.93110178
Bass Horizon Prom/Norsemens Rd,Regional Bus,-38.431688754999996,145.446030915
Bass Hwy/Cashin St,Regional Bus,-38.628511474999996,145.717050465
Bass Valley PS/Corinella Rd,Regional Bus,-38.43129641,145.48906366
Bassett St/Gordon St,Regional Bus,-36.13039903,146.8839952
Batchelor Cres/Cribbes Rd,Regional Bus,-36.37787312,146.31386274
Batey Cres/Maloney Dr,Regional Bus,-34.211488445,142.145680525
Batman Ave/Parkside Dr,Regional Bus,-36.35660553,145.38115221
Batman Rd/Henderson St,Regional Bus,-38.136884955,144.703484275
Batman Rd/Newcombe St,Regional Bus,-38.1160498,144.661388955
Batten Rd/Eagle Bay Rd ,Regional Bus,-38.22994681,144.36573036
Baw Baw Council Depot/Normanby St,Regional Bus,-38.15395753,145.94090775
Baw Baw Dr/Stoddarts Rd,Regional Bus,-38.14795233,145.94759095
Baw Baw St/Kosciusko Rd ,Regional Bus,-36.05087202,146.98749857
Baw Baw St/Princes Fwy Service Rd,Regional Bus,-38.18586888,146.25659875
Bawtree Rd/Bellarine Hwy,Regional Bus,-38.198771289999996,144.490283705
Bawtree Rd/Portarlington Rd,Regional Bus,-38.17881319,144.49599149
Baxter St/McCrae St,Regional Bus,-36.754221605,144.28603364999998
Baxter St/McIvor Hwy,Regional Bus,-36.75790095,144.28930313
Bay Shore Ave/Jetty Rd,Regional Bus,-38.15710278,144.55543644
Bay St/High St,Regional Bus,-36.776535045,144.25366082
Bay St/Wharf St,Regional Bus,-38.2649422,144.66556364
Baylee Ave/Thirteenth St,Regional Bus,-34.20034536,142.16303583
Bayley St/Nihil St,Regional Bus,-37.19360942,145.70970798
Baynton St/Wedge St,Regional Bus,-37.24847447,144.44560013
Bayview Rd/Princes Hwy,Regional Bus,-38.05937328,145.405668385
Bayview Tce/Darian Rd ,Regional Bus,-38.32342051,144.32916861
Beach Kiosk/Pertobe Rd ,Regional Bus,-38.39284456,142.48148708
Beach Rd/Fischer St,Regional Bus,-38.326216125,144.32374736
Beach St/Smythe St,Regional Bus,-38.413612549999996,145.428189975
Beachcomber Lane/Fischer St,Regional Bus,-38.31070236,144.32994423000002
Beacon Point Rd/Thamballina Rd,Regional Bus,-38.15049073,144.57594562
Bean Ct/Solar Dr ,Regional Bus,-38.1750205,144.39888244
Beasy Ct/Fourteenth St,Regional Bus,-34.19166469,142.13898307
Beattie Cres/Vary St,Regional Bus,-38.22017964,146.428922445
Beauford Ave Sth/Braund Ave,Regional Bus,-38.09801645,144.32861955
Beauford Ave/Braund Ave,Regional Bus,-38.09781891,144.32864955
Beaufort Cres/Creswick Rd,Regional Bus,-37.54712754,143.850487
Beckhams Rd/Carolyn Way,Regional Bus,-36.746284489999994,144.204829975
Beckley St/McCurdy Rd,Regional Bus,-38.134054555,144.31918322
Bedarra Ct/Pioneer Dr,Regional Bus,-36.75581833,144.22365173
Beddard St/Odgers Rd,Regional Bus,-37.05252871,144.21112936
Beech St/High St,Regional Bus,-36.773705055,144.25716171
Beech St/Pearce,Regional Bus,-36.137900595,146.88447875999998
Begonia City Motor Inn/Albert St,Regional Bus,-37.60189997,143.84073689
Belar Ave/Calder Hwy,Regional Bus,-34.25112477,142.18127583
